201603010001	A套餐
201603010001	A套餐
201603010002	A套餐
201603010002	A套餐
201603010002	A套餐
201603010003	糖醋素排骨
201603010003	米饭
201603010003	米饭
201603010003	素羊肉串
201603010003	宫保吉丁
201603010003	竹荪素烩
201603010004	A套餐
201603010005	陈皮素牛肉
201603010005	阿里山猴头菇
201603010005	台南酸菜鱼
201603010005	米饭
201603010005	台中串串烧
201603010005	一品素海鲜锅
201603010006	A套餐
201603010007	A套餐
201603010007	B套餐
201603010008	A套餐
201603010008	A套餐
201603010008	B套餐
201603010009	A套餐
201603010009	A套餐
201603010010	佛跳墙（例）
201603010010	A套餐
201603010011	B套餐
201603010012	A套餐
201603010012	A套餐
201603010013	A套餐
201603010014	A套餐
201603010015	老兵豆腐煲
201603010015	荠菜山药羹
201603010016	阿里山猴头菇
201603010016	米饭
201603010016	米饭
201603010016	山城辣子吉
201603010017	椒盐茶树菇
201603010017	糖醋素排骨
201603010017	米饭
201603010017	米饭
201603010017	米饭
201603010017	素炒宝黄
201603010017	时令广东菜心-白灼
201603010017	一品素海鲜锅
201603010018	B套餐
201603010019	A套餐
201603010019	B套餐
201603010020	荠菜山药羹
201603010020	A套餐
201603010020	B套餐
201603010021	A套餐
201603010022	荠菜山药羹
201603010022	米饭
201603010022	米饭
201603010022	酸辣土豆丝
201603010022	铁板千叶豆腐
201603010023	A套餐
201603010023	B套餐
201603010024	A套餐
201603010025	A套餐
201603010026	陈皮素牛肉
201603010026	老兵豆腐煲
201603010026	香酥腐皮卷
201603010026	荠菜山药羹
201603010026	米饭
201603010026	米饭
201603010026	酸辣土豆丝
201603010026	酸辣土豆丝
201603010026	竹荪素烩
201603010027	黄金荷包蛋
201603010027	A套餐
201603010028	A套餐
201603010029	佛跳墙（例）
201603010029	佛跳墙（例）
201603010029	四喜烤麸
201603010029	八珍菜
201603010029	米饭
201603010029	米饭
201603010029	时令广东菜心-白灼
201603010030	B套餐
201603010030	A套餐
201603010030	A套餐
201603010030	A套餐
201603010030	A套餐
201603010030	A套餐
201603010030	A套餐
201603010030	A套餐
201603010031	任意
201603010032	佛跳墙（例）
201603010032	时蔬水饺
201603010033	椒盐茶树菇
201603010033	米饭
201603010033	一品素海鲜锅
201603010034	阿里山猴头菇
201603010034	椒盐茶树菇
201603010034	酸辣汤
201603010034	米饭
201603010034	素炒宝黄
201603010034	香椿素狮子头
201603010034	松子素鱼
201603010034	包装盒
201603010034	包装盒
201603010035	佛跳墙（例）
201603010035	佛跳墙（例）
201603010035	台北咖喱煲
201603010035	时蔬水饺
201603010035	米饭
201603010035	时令四季豆-干扁
201603010036	台北咖喱煲
201603010036	佛跳墙（盅）
201603010036	陈皮素牛肉
201603010036	老兵豆腐煲
201603010036	香酥腐皮卷
201603010036	芥末木耳
201603010036	素炒宝黄
201603010036	时令芥蓝-白灼
201603010036	台中串串烧
201603010036	宫保吉丁
201603010036	素羊肉串
201603010037	素咸肉菜炒饭
201603010037	荠菜山药羹
201603010037	时令芥蓝-白灼
201603010037	土豆烧素牛肉
201603010038	阿里山猴头菇
201603010038	老兵豆腐煲
201603010038	米饭
201603010038	米饭
201603010038	米饭
201603010038	干锅有机花菜
201603010038	香椿素狮子头
201603010038	九层塔茄子
201603010039	时蔬水饺
201603010039	芥末木耳
201603010039	酸辣汤
201603010039	西兰花-宝黄
201603010039	糖醋山药排
201603010039	台中串串烧
201603010039	蓝莓汁
201603010040	素什锦汤面
201603010041	阿里山猴头菇
201603010041	素肉饼蒸旦
201603010041	米饭
201603010041	素羊肉串
201603010041	铁板千叶豆腐
201603010042	佛跳墙（盅）
201603010042	阿里山猴头菇
201603010042	老兵豆腐煲
201603010042	台南酸菜鱼
201603010042	时蔬水饺
201603010042	素咸肉菜炒饭
201603010042	黑麦汁
201603010042	黑麦汁
201603010043	佛跳墙（例）
201603010043	芦笋炒松露
201603010043	素红叉烧
201603010044	椒盐茶树菇
201603010044	台南酸菜鱼
201603010044	素咸肉菜炒饭
201603010044	铁板千叶豆腐
201603010044	竹荪素烩
201603010045	佛跳墙（例）
201603010045	老兵豆腐煲
201603010045	蓝莓山药
201603010045	芦笋炒松露
201603010045	黑椒野秘菇
201603010046	佛跳墙（盅）
201603010046	台北咖喱煲
201603010046	时蔬水饺
201603010046	时蔬水饺
201603010046	芥末木耳
201603010046	香酥腐皮卷
201603010046	香油金针菇
201603010046	四喜烤麸
201603010046	南瓜羹
201603010046	芦笋炒松露
201603010046	芦笋炒松露
201603010046	铁板千叶豆腐
